Comments,Retweets,Likes,Bookmarks,Views,Link,User,Engagement_Total
2,0,26,1,703,https://x.com/eofeldima/status/1882844657979363446/photo/1,eofeldima,768
2,0,3,0,129,https://x.com/renatocardosos7/status/1883178644513734970/photo/1,renatocardosos7,147
1,1,2,0,77,https://x.com/s3_nds/status/1882165543139946732/history,s3_nds,90
1,0,0,0,5,https://x.com/Despatrickster/status/1883331547753029777,Despatrickster,11
