Comments,Retweets,Likes,Bookmarks,Views,Link,User,Engagement_Total
2,0,26,1,811,https://x.com/eofeldima/status/1882844657979363446/photo/1,eofeldima,876
2,0,3,0,131,https://x.com/renatocardosos7/status/1883178644513734970/photo/1,renatocardosos7,149
1,1,2,0,78,https://x.com/s3_nds/status/1882165543139946732/history,s3_nds,91
1,0,0,0,8,https://x.com/Despatrickster/status/1883331547753029777,Despatrickster,14
