Comments,Retweets,Likes,Bookmarks,Views,Link,User,Engagement_Total
1,0,24,1,104,https://x.com/eofeldima/status/1882844657979363446/photo/1,eofeldima,159
1,0,1,0,65,https://x.com/s3_nds/status/1882165543139946732/history,s3_nds,73
