Comments,Retweets,Likes,Bookmarks,Views,Link,User,Engagement_Total
2,0,25,1,636,https://x.com/eofeldima/status/1882844657979363446/photo/1,eofeldima,699
2,0,3,0,115,https://x.com/renatocardosos7/status/1883178644513734970/photo/1,renatocardosos7,133
1,2,3,0,74,https://x.com/s3_nds/status/1882165543139946732/history,s3_nds,92
