Comments,Retweets,Likes,Bookmarks,Views,Link,User,Engagement_Total
1,0,8,0,55,https://x.com/eofeldima/status/1882844657979363446/photo/1,eofeldima,77
1,0,1,0,58,https://x.com/s3_nds/status/1882165543139946732/history,s3_nds,66
