Comments,Retweets,Likes,Bookmarks,Views,Link,User,Engagement_Total
1,0,25,1,628,https://x.com/eofeldima/status/1882844657979363446/photo/1,eofeldima,685
2,0,3,0,90,https://x.com/renatocardosos7/status/1883178644513734970/photo/1,renatocardosos7,108
1,2,3,0,71,https://x.com/s3_nds/status/1882165543139946732/history,s3_nds,89
